名前をカタカナで書きなさい。,Write your name in katakana.,1.mp3,img.jpg
もう寝な。,Go to sleep already.,2.mp3,img.jpg
食べなよ。,Why don't you eat it? // Just try it.,3.mp3,img.jpg
病院行きなよ。,Go to the doctor.,4.mp3,img.jpg
わたしは寝るとき、パジャマを着ます。,"When I go to sleep, I wear pajamas.",5.mp3,img.jpg
わたしが料理をした時、父はとても喜びました。,"When I did the cooking, my father was very pleased.",6.mp3,img.jpg
悲しいとき、わたしはよくお酒を飲む。,"When I'm sad, I often drink alcohol.",7.mp3,img.jpg
病気のときは、家にいなさい。,"When you're sick, stay home.",8.mp3,img.jpg
出かけるときは服を着なさい！,"When you go out, make sure to wear some clothes!",9.mp3,img.jpg
これ美味しくない？,Is this not good?,10.mp3,img.jpg
これ美味しくない？,Isn't this good?,11.mp3,img.jpg
今日は無理じゃない？,"We can't do it today, can we? // Today won't work, will it?",12.mp3,img.jpg
今日は無理じゃない？,Could we not do it today? // Is today feasible?,13.mp3,img.jpg
わたしは寝る前に、本を読みます。,I read books before going to sleep.,14.mp3,img.jpg
今日は夕食を食べる前に、シャワーを浴びた。,Today I took a shower before eating dinner.,15.mp3,img.jpg
運動の前に準備体操をしましょう。,Let’s do some warm-up exercises before working out.,16.mp3,img.jpg
食事の前に手を洗いなさい。,Wash your hands before eating.,17.mp3,img.jpg
趣味とかありますか？,Do you have any hobbies or anything?,18.mp3,img.jpg
趣味は特にないなー。,I don't really have any hobbies.,19.mp3,img.jpg
趣味欲しい。,I need a hobby.,20.mp3,img.jpg
趣味はヨガです。,My hobby is yoga.,21.mp3,img.jpg
趣味わるっ。,Ugh. She has terrible taste.,22.mp3,img.jpg
天気が良くなくて残念でした。,"Unfortunately, the weather was bad. // The weather was bad, which was disappointing.",23.mp3,img.jpg
これがなぎさの車？,This is your car?,24.mp3,img.jpg
ううん、これじゃなくてあれ。,"No, not this one, that one.",25.mp3,img.jpg
